LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
LA,Louisiana,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.434,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.841,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.805,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.637,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.604,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.394,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.913,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.474,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.492,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.93,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.416,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.86,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.414,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.949,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.689,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.568,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.586,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.401,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.91,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.798,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.571,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.374,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.61,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.622,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.512,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DC,District of Columbia,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.598,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.657,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.611,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.135,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.105,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.695,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.531,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.83,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.069,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.344,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.873,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.6,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.413,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.405,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.395,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.215,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.264,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.011,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.351,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.716,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.504,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.156,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.852,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.973,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.155,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.239,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.182,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.772,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.473,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.741,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.437,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.51,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.399,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.472,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.911,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.062,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.217,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.604,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.417,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
PA,Pennsylvania,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.498,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.67,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.639,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.452,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.429,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.643,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.413,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.001,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.586,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OR,Oregon,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.047,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.584,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.987,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.697,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.546,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.41,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.948,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.501,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.431,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.322,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
RI,Rhode Island,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.708,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.85,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.061,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.671,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.793,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VA,Virginia,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.946,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
