,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude,Id
2175,GA,Georgia,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.868,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,2176
2176,HI,Hawaii,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.051,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403,2177
2177,KY,Kentucky,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.434,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,2178
2178,TN,Tennessee,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.45299999999999996,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914,2179
2179,OR,Oregon,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.473,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,2180
2180,DC,District of Columbia,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.863,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127,2181
2181,IN,Indiana,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.574,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194,2182
2182,PA,Pennsylvania,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.001,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,2183
2183,MD,Maryland,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.654,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,2184
2184,AL,Alabama,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.99,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762,2185
2185,VT,Vermont,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.033999999999999,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,2186
2186,NE,Nebraska,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.48100000000000004,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,2187
2187,ID,Idaho,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.059,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042,2188
2188,CT,Connecticut,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.329,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952,2189
2189,IN,Indiana,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.36700000000000005,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194,2190
2190,KY,Kentucky,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.3980000000000001,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,2191
2191,ME,Maine,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.669,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,2192
2192,GA,Georgia,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.589,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346,2193
2193,WV,West Virginia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.515,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,2194
2194,NC,North Carolina,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.505,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463,2195
2195,VA,Virginia,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.286,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463,2196
2196,NH,New Hampshire,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.445,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092,2197
2197,NC,North Carolina,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.9,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463,2198
2198,KY,Kentucky,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.664,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048,2199
2199,IL,Illinois,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.162,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,2200
2200,MD,Maryland,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.47,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,2201
2201,UT,Utah,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6880000000000002,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635,2202
2202,MD,Maryland,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.382999999999999,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111,2203
2203,AK,Alaska,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.009,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2204
2204,NV,Nevada,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.406,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,2205
2205,MS,Mississippi,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.536,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825,2206
2206,IN,Indiana,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.814,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194,2207
2207,TX,Texas,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.531,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,2208
2208,SC,South Carolina,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.887,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207,2209
2209,AZ,Arizona,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.362,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2210
2210,CA,California,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.249,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,2211
2211,NE,Nebraska,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.718,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623,2212
2212,ME,Maine,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.902,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336,2213
2213,AZ,Arizona,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.177,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2214
2214,KS,Kansas,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.07,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227,2215
2215,VA,Virginia,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.529,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463,2216
2216,DE,Delaware,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.9109999999999999,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,2217
2217,RI,Rhode Island,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.78,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314,2218
2218,AL,Alabama,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.551,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762,2219
2219,CA,California,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.607,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,2220
2220,CA,California,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.947,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,2221
2221,DE,Delaware,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.23,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,2222
2222,WV,West Virginia,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.609,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,2223
2223,AL,Alabama,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.551,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762,2224
2224,ND,North Dakota,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.776,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,2225
2225,MN,Minnesota,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.2009999999999998,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503,2226
2226,SD,South Dakota,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9280000000000002,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637,2227
2227,NY,New York,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.121,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427,2228
2228,VT,Vermont,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.589,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791,2229
2229,OH,Ohio,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.485,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2230
2230,MT,Montana,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.968,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645,2231
2231,TX,Texas,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.8840000000000001,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206,2232
2232,NH,New Hampshire,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.529,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092,2233
2233,MS,Mississippi,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.686,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825,2234
2234,NV,Nevada,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.035,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,2235
2235,IL,Illinois,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.821,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178,2236
2236,WA,Washington,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.6659999999999999,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079,2237
2237,IA,Iowa,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.728,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556,2238
2238,AL,Alabama,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.942,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762,2239
2239,NV,Nevada,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.78,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564,2240
2240,AZ,Arizona,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.392,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277,2241
2241,OH,Ohio,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.102,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2242
2242,MI,Michigan,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.338,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027,2243
2243,CA,California,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6380000000000001,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,2244
2244,OR,Oregon,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.124,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326,2245
2245,OH,Ohio,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.597,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056,2246
2246,ND,North Dakota,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.54,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049,2247
2247,AL,Alabama,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.884,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762,2248
2248,DE,Delaware,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.762,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168,2249
2249,WV,West Virginia,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.429,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.665510202, -80.712640135,2250
2250,PA,Pennsylvania,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.449,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294,2251
2251,CA,California,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.601,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538,2252
2252,AK,Alaska,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.415,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036,2253
